Veículo,Dia,Rota,Endereços,Distância Total (km),Valor Gasto (R$)
0,0,"[0, 2, 3, 7, 6, 4, 1, 5, 0]","['estrada são joão nepomuceno a carlos alves, km09 zona rural, são joão nepomuceno - mg, 36689-000', 'r. visc. do rio branco, 700, rio novo - mg, 36150-000', 'av. vinte e um de dezembro, 1164goianá - mg, 36152-000', 'r dr - r. oscár vidal, 1 - 0 - centro, cel. pacheco - mg, 36155-000', 'r. otávio soares, 384 - santos dumont, mg, 36240-000', '796,7, br-040 - salvaterra, juiz de fora - mg, 36033-005', 'r. duque de caxias, 93 - são joão nepomucenomg, 36680-000', 'r. ten. furtado, 209 - descoberto, mg, 36690-000', 'estrada são joão nepomuceno a carlos alves, km09 zona rural, são joão nepomuceno - mg, 36689-000']",249.45000000000002,244.21155000000002
